date,product,price
2026-05-02,黄瓜,2.96
2026-05-03,黄瓜,2.75
2026-05-04,黄瓜,2.66
2026-05-05,黄瓜,3.4
2026-05-06,黄瓜,3.16
2026-05-07,黄瓜,2.66
2026-05-08,黄瓜,3.56
2026-05-09,黄瓜,3.33
2026-05-10,黄瓜,3.7
2026-05-11,黄瓜,3.72
2026-05-12,黄瓜,3.06
2026-05-13,黄瓜,3.32
2026-05-14,黄瓜,4.11
2026-05-15,黄瓜,4.13
2026-05-16,黄瓜,3.87
2026-05-17,黄瓜,3.99
2026-05-18,黄瓜,4.62
2026-05-19,黄瓜,3.64
2026-05-20,黄瓜,4.2
2026-05-21,黄瓜,3.74
2026-05-22,黄瓜,3.65
2026-05-23,黄瓜,4.22
2026-05-24,黄瓜,3.95
2026-05-25,黄瓜,3.79
2026-05-26,黄瓜,3.89
2026-05-27,黄瓜,3.06
2026-05-28,黄瓜,3.26
2026-05-29,黄瓜,2.59
2026-05-30,黄瓜,2.8
2026-05-31,黄瓜,2.46
2026-06-01,黄瓜,2.51
2026-06-02,黄瓜,2.73
2026-06-03,黄瓜,1.99
2026-06-04,黄瓜,3.55
2026-06-05,黄瓜,1.99
2026-06-06,黄瓜,1.98
2026-06-07,黄瓜,3.36
2026-06-08,黄瓜,3.33
2026-06-09,黄瓜,3.42
2026-06-10,黄瓜,3.62
2026-06-11,黄瓜,3.49
2026-06-12,黄瓜,3.24
2026-06-13,黄瓜,3.95
2026-06-14,黄瓜,3.75
2026-06-15,黄瓜,4.79
2026-06-16,黄瓜,4.35
2026-06-17,黄瓜,4.12
2026-06-18,黄瓜,4.48
2026-06-19,黄瓜,4.92
2026-06-20,黄瓜,4.43
2026-06-21,黄瓜,4.28
2026-06-22,黄瓜,4.8
2026-06-23,黄瓜,4.72
2026-06-24,黄瓜,4.23
2026-06-25,黄瓜,4.13
2026-06-26,黄瓜,4.37
2026-06-27,黄瓜,3.35
2026-06-28,黄瓜,3.23
2026-06-29,黄瓜,3.45
2026-06-30,黄瓜,3.59
2026-07-01,黄瓜,3.75
2026-07-02,黄瓜,4.26
2026-07-03,黄瓜,3.86
2026-07-04,黄瓜,3.28
2026-07-05,黄瓜,3.32
2026-07-06,黄瓜,2.79
2026-07-07,黄瓜,3.32
2026-07-08,黄瓜,3.21
2026-07-09,黄瓜,3.57
2026-07-10,黄瓜,3.01
2026-04-12,茄子,4.31
2026-04-13,茄子,5.09
2026-04-14,茄子,4.26
2026-04-15,茄子,4.72
2026-04-16,茄子,5.02
2026-04-17,茄子,4.48
2026-04-18,茄子,4.93
2026-04-19,茄子,4.85
2026-04-20,茄子,4.91
2026-04-21,茄子,4.37
2026-04-22,茄子,4.79
2026-04-23,茄子,4.99
2026-04-24,茄子,5.46
2026-04-25,茄子,5.03
2026-04-26,茄子,5.6
2026-04-27,茄子,3.69
2026-04-28,茄子,4.52
2026-04-29,茄子,3.95
2026-04-30,茄子,5.01
2026-05-01,茄子,3.09
2026-05-02,茄子,2.98
2026-05-03,茄子,3.05
2026-05-04,茄子,2.09
2026-05-05,茄子,3.04
2026-05-06,茄子,2.92
2026-05-07,茄子,3.52
2026-05-08,茄子,3.72
2026-05-09,茄子,4.74
2026-05-10,茄子,4.3
2026-05-11,茄子,3.52
2026-05-12,茄子,3.46
2026-05-13,茄子,4.43
2026-05-14,茄子,3.47
2026-05-15,茄子,5.47
2026-05-16,茄子,5.16
2026-05-17,茄子,4.24
2026-05-18,茄子,3.52
2026-05-19,茄子,5.36
2026-05-20,茄子,4.44
2026-05-21,茄子,5.19
2026-05-22,茄子,3.39
2026-05-23,茄子,3.86
2026-05-24,茄子,4.07
2026-05-25,茄子,3.93
2026-05-26,茄子,3.46
2026-05-27,茄子,3.92
2026-05-28,茄子,2.74
2026-05-29,茄子,3.13
2026-05-30,茄子,3.15
2026-05-31,茄子,3.27
2026-06-01,茄子,3.3
2026-06-02,茄子,2.15
2026-06-03,茄子,1.9
2026-06-04,茄子,3.62
2026-06-05,茄子,3.12
2026-06-06,茄子,2.58
2026-06-07,茄子,4.11
2026-06-08,茄子,3.42
2026-06-09,茄子,4.26
2026-06-10,茄子,3.81
2026-06-11,茄子,5.24
2026-06-12,茄子,5.28
2026-06-13,茄子,4.3
2026-06-14,茄子,5.25
2026-06-15,茄子,5.24
2026-06-16,茄子,5.84
2026-06-17,茄子,4.57
2026-06-18,茄子,5.66
2026-06-19,茄子,5.94
2026-06-20,茄子,4.26
2026-06-21,茄子,4.59
2026-06-22,茄子,4.02
2026-06-23,茄子,4.99
2026-06-24,茄子,5.47
2026-06-25,茄子,5.8
2026-06-26,茄子,4.79
2026-06-27,茄子,5.57
2026-06-28,茄子,3.6
2026-06-29,茄子,3.25
2026-06-30,茄子,4.09
2026-07-01,茄子,4.23
2026-07-02,茄子,3.87
2026-07-03,茄子,2.57
2026-07-04,茄子,3.71
2026-07-05,茄子,2.95
2026-07-06,茄子,4.13
2026-07-07,茄子,3.98
2026-07-08,茄子,3.23
2026-07-09,茄子,3.55
2026-07-10,茄子,3.29
2026-04-12,青椒,5.94
2026-04-13,青椒,7.11
2026-04-14,青椒,5.61
2026-04-15,青椒,7.17
2026-04-16,青椒,6.43
2026-04-17,青椒,6.35
2026-04-18,青椒,7.08
2026-04-19,青椒,6.31
2026-04-20,青椒,6.75
2026-04-21,青椒,6.14
2026-04-22,青椒,8.89
2026-04-23,青椒,7.02
2026-04-24,青椒,6.19
2026-04-25,青椒,6.81
2026-04-26,青椒,6.29
2026-04-27,青椒,5.95
2026-04-28,青椒,6.46
2026-04-29,青椒,6.36
2026-04-30,青椒,4.99
2026-05-01,青椒,4.76
2026-05-02,青椒,4.89
2026-05-03,青椒,2.96
2026-05-04,青椒,3.61
2026-05-05,青椒,6.19
2026-05-06,青椒,6.48
2026-05-07,青椒,4.86
2026-05-08,青椒,5.73
2026-05-09,青椒,5.66
2026-05-10,青椒,8.34
2026-05-11,青椒,6.79
2026-05-12,青椒,5.88
2026-05-13,青椒,5.36
2026-05-14,青椒,4.98
2026-05-15,青椒,6.79
2026-05-16,青椒,6.07
2026-05-17,青椒,5.58
2026-05-18,青椒,6.35
2026-05-19,青椒,5.97
2026-05-20,青椒,8.43
2026-05-21,青椒,7.62
2026-05-22,青椒,6.69
2026-05-23,青椒,7.85
2026-05-24,青椒,6.38
2026-05-25,青椒,5.29
2026-05-26,青椒,7.18
2026-05-27,青椒,6.04
2026-05-28,青椒,4.36
2026-05-29,青椒,4.88
2026-05-30,青椒,4.05
2026-05-31,青椒,3.42
2026-06-01,青椒,5.36
2026-06-02,青椒,6.16
2026-06-03,青椒,3.16
2026-06-04,青椒,4.96
2026-06-05,青椒,3.96
2026-06-06,青椒,4.25
2026-06-07,青椒,4.35
2026-06-08,青椒,4.34
2026-06-09,青椒,5.43
2026-06-10,青椒,4.94
2026-06-11,青椒,6.24
2026-06-12,青椒,6.27
2026-06-13,青椒,6.4
2026-06-14,青椒,6.08
2026-06-15,青椒,6.63
2026-06-16,青椒,8.04
2026-06-17,青椒,7.98
2026-06-18,青椒,6.76
2026-06-19,青椒,7.79
2026-06-20,青椒,8.38
2026-06-21,青椒,6.14
2026-06-22,青椒,8.03
2026-06-23,青椒,6.79
2026-06-24,青椒,7.72
2026-06-25,青椒,6.3
2026-06-26,青椒,5.13
2026-06-27,青椒,5.04
2026-06-28,青椒,6.31
2026-06-29,青椒,6.27
2026-06-30,青椒,5.02
2026-07-01,青椒,6.23
2026-07-02,青椒,4.02
2026-07-03,青椒,5.36
2026-07-04,青椒,4.27
2026-07-05,青椒,4.77
2026-07-06,青椒,5.43
2026-07-07,青椒,4.68
2026-07-08,青椒,5.22
2026-07-09,青椒,6.6
2026-07-10,青椒,5.32
2026-04-12,豆角,7.88
2026-04-13,豆角,6.11
2026-04-14,豆角,8.13
2026-04-15,豆角,9.35
2026-04-16,豆角,5.46
2026-04-17,豆角,7.4
2026-04-18,豆角,8.97
2026-04-19,豆角,8.23
2026-04-20,豆角,8.84
2026-04-21,豆角,7.77
2026-04-22,豆角,8.39
2026-04-23,豆角,7.98
2026-04-24,豆角,9.16
2026-04-25,豆角,7.96
2026-04-26,豆角,7.78
2026-04-27,豆角,6.72
2026-04-28,豆角,6.36
2026-04-29,豆角,6.14
2026-04-30,豆角,6.76
2026-05-01,豆角,5.69
2026-05-02,豆角,6.27
2026-05-03,豆角,8.02
2026-05-04,豆角,6.69
2026-05-05,豆角,5.42
2026-05-06,豆角,7.07
2026-05-07,豆角,5.48
2026-05-08,豆角,3.93
2026-05-09,豆角,5.2
2026-05-10,豆角,4.52
2026-05-11,豆角,6.37
2026-05-12,豆角,7.02
2026-05-13,豆角,9.02
2026-05-14,豆角,7.85
2026-05-15,豆角,7.49
2026-05-16,豆角,8.77
2026-05-17,豆角,5.72
2026-05-18,豆角,8.37
2026-05-19,豆角,8.95
2026-05-20,豆角,6.56
2026-05-21,豆角,9.22
2026-05-22,豆角,8.22
2026-05-23,豆角,7.23
2026-05-24,豆角,8.09
2026-05-25,豆角,9.53
2026-05-26,豆角,7.04
2026-05-27,豆角,6.81
2026-05-28,豆角,5.77
2026-05-29,豆角,5.08
2026-05-30,豆角,6.59
2026-05-31,豆角,4.61
2026-06-01,豆角,5.43
2026-06-02,豆角,4.75
2026-06-03,豆角,5.72
2026-06-04,豆角,5.6
2026-06-05,豆角,6.44
2026-06-06,豆角,4.98
2026-06-07,豆角,5.45
2026-06-08,豆角,4.97
2026-06-09,豆角,5.84
2026-06-10,豆角,7.04
2026-06-11,豆角,7.79
2026-06-12,豆角,6.39
2026-06-13,豆角,8.61
2026-06-14,豆角,9.44
2026-06-15,豆角,8.73
2026-06-16,豆角,10.51
2026-06-17,豆角,7.91
2026-06-18,豆角,7.53
2026-06-19,豆角,7.03
2026-06-20,豆角,10.46
2026-06-21,豆角,9.51
2026-06-22,豆角,8.63
2026-06-23,豆角,8.8
2026-06-24,豆角,7.1
2026-06-25,豆角,10.6
2026-06-26,豆角,7.89
2026-06-27,豆角,7.58
2026-06-28,豆角,7.95
2026-06-29,豆角,7.42
2026-06-30,豆角,6.92
2026-07-01,豆角,5.65
2026-07-02,豆角,6.82
2026-07-03,豆角,8.19
2026-07-04,豆角,7.58
2026-07-05,豆角,7.84
2026-07-06,豆角,5.68
2026-07-07,豆角,5.27
2026-07-08,豆角,6.31
2026-07-09,豆角,6.67
2026-07-10,豆角,7.95
2026-04-12,菠菜,3.36
2026-04-13,菠菜,5.72
2026-04-14,菠菜,4.76
2026-04-15,菠菜,4.75
2026-04-16,菠菜,4.5
2026-04-17,菠菜,4.19
2026-04-18,菠菜,5.95
2026-04-19,菠菜,5.49
2026-04-20,菠菜,4.58
2026-04-21,菠菜,4.55
2026-04-22,菠菜,5.14
2026-04-23,菠菜,6.4
2026-04-24,菠菜,4.97
2026-04-25,菠菜,3.98
2026-04-26,菠菜,4.66
2026-04-27,菠菜,4.47
2026-04-28,菠菜,2.65
2026-04-29,菠菜,4.26
2026-04-30,菠菜,3.99
2026-05-01,菠菜,4.47
2026-05-02,菠菜,5.14
2026-05-03,菠菜,4.57
2026-05-04,菠菜,3.59
2026-05-05,菠菜,3.01
2026-05-06,菠菜,5.52
2026-05-07,菠菜,3.89
2026-05-08,菠菜,3.95
2026-05-09,菠菜,4.04
2026-05-10,菠菜,4.33
2026-05-11,菠菜,4.25
2026-05-12,菠菜,4.11
2026-05-13,菠菜,4.29
2026-05-14,菠菜,4.78
2026-05-15,菠菜,4.56
2026-05-16,菠菜,4.55
2026-05-17,菠菜,5.18
2026-05-18,菠菜,4.97
2026-05-19,菠菜,6.16
2026-05-20,菠菜,3.32
2026-05-21,菠菜,5.78
2026-05-22,菠菜,5.77
2026-05-23,菠菜,3.39
2026-05-24,菠菜,4.4
2026-05-25,菠菜,4.19
2026-05-26,菠菜,3.3
2026-05-27,菠菜,3.52
2026-05-28,菠菜,3.11
2026-05-29,菠菜,4.86
2026-05-30,菠菜,4.15
2026-05-31,菠菜,4.24
2026-06-01,菠菜,3.77
2026-06-02,菠菜,2.47
2026-06-03,菠菜,2.86
2026-06-04,菠菜,3.58
2026-06-05,菠菜,2.5
2026-06-06,菠菜,3.93
2026-06-07,菠菜,3.44
2026-06-08,菠菜,3.54
2026-06-09,菠菜,4.49
2026-06-10,菠菜,4.55
2026-06-11,菠菜,4.26
2026-06-12,菠菜,5.53
2026-06-13,菠菜,4.27
2026-06-14,菠菜,5.64
2026-06-15,菠菜,5.83
2026-06-16,菠菜,5.4
2026-06-17,菠菜,5.96
2026-06-18,菠菜,5.0
2026-06-19,菠菜,6.52
2026-06-20,菠菜,5.79
2026-06-21,菠菜,5.53
2026-06-22,菠菜,6.53
2026-06-23,菠菜,5.24
2026-06-24,菠菜,4.63
2026-06-25,菠菜,4.37
2026-06-26,菠菜,5.66
2026-06-27,菠菜,4.2
2026-06-28,菠菜,6.07
2026-06-29,菠菜,3.31
2026-06-30,菠菜,5.7
2026-07-01,菠菜,4.56
2026-07-02,菠菜,4.23
2026-07-03,菠菜,3.85
2026-07-04,菠菜,4.43
2026-07-05,菠菜,4.11
2026-07-06,菠菜,4.89
2026-07-07,菠菜,4.26
2026-07-08,菠菜,4.34
2026-07-09,菠菜,4.07
2026-07-10,菠菜,4.37
2026-04-12,胡萝卜,3.14
2026-04-13,胡萝卜,2.36
2026-04-14,胡萝卜,2.64
2026-04-15,胡萝卜,3.7
2026-04-16,胡萝卜,3.54
2026-04-17,胡萝卜,3.46
2026-04-18,胡萝卜,3.61
2026-04-19,胡萝卜,3.8
2026-04-20,胡萝卜,3.41
2026-04-21,胡萝卜,3.29
2026-04-22,胡萝卜,3.69
2026-04-23,胡萝卜,3.11
2026-04-24,胡萝卜,3.65
2026-04-25,胡萝卜,2.61
2026-04-26,胡萝卜,3.73
2026-04-27,胡萝卜,3.36
2026-04-28,胡萝卜,3.15
2026-04-29,胡萝卜,3.36
2026-04-30,胡萝卜,3.57
2026-05-01,胡萝卜,3.18
2026-05-02,胡萝卜,1.83
2026-05-03,胡萝卜,2.02
2026-05-04,胡萝卜,2.29
2026-05-05,胡萝卜,2.57
2026-05-06,胡萝卜,2.8
2026-05-07,胡萝卜,2.28
2026-05-08,胡萝卜,2.74
2026-05-09,胡萝卜,2.39
2026-05-10,胡萝卜,2.54
2026-05-11,胡萝卜,2.27
2026-05-12,胡萝卜,2.58
2026-05-13,胡萝卜,2.48
2026-05-14,胡萝卜,2.74
2026-05-15,胡萝卜,3.72
2026-05-16,胡萝卜,2.88
2026-05-17,胡萝卜,4.53
2026-05-18,胡萝卜,3.58
2026-05-19,胡萝卜,3.43
2026-05-20,胡萝卜,2.93
2026-05-21,胡萝卜,3.57
2026-05-22,胡萝卜,2.91
2026-05-23,胡萝卜,3.13
2026-05-24,胡萝卜,4.11
2026-05-25,胡萝卜,2.78
2026-05-26,胡萝卜,3.2
2026-05-27,胡萝卜,2.23
2026-05-28,胡萝卜,2.4
2026-05-29,胡萝卜,3.09
2026-05-30,胡萝卜,1.91
2026-05-31,胡萝卜,2.92
2026-06-01,胡萝卜,2.37
2026-06-02,胡萝卜,1.76
2026-06-03,胡萝卜,2.3
2026-06-04,胡萝卜,2.49
2026-06-05,胡萝卜,2.39
2026-06-06,胡萝卜,1.5
2026-06-07,胡萝卜,2.0
2026-06-08,胡萝卜,2.36
2026-06-09,胡萝卜,2.6
2026-06-10,胡萝卜,3.09
2026-06-11,胡萝卜,3.08
2026-06-12,胡萝卜,2.59
2026-06-13,胡萝卜,3.54
2026-06-14,胡萝卜,3.82
2026-06-15,胡萝卜,3.96
2026-06-16,胡萝卜,4.33
2026-06-17,胡萝卜,4.33
2026-06-18,胡萝卜,4.25
2026-06-19,胡萝卜,4.07
2026-06-20,胡萝卜,3.38
2026-06-21,胡萝卜,4.32
2026-06-22,胡萝卜,4.19
2026-06-23,胡萝卜,4.16
2026-06-24,胡萝卜,3.38
2026-06-25,胡萝卜,3.37
2026-06-26,胡萝卜,4.22
2026-06-27,胡萝卜,3.61
2026-06-28,胡萝卜,3.82
2026-06-29,胡萝卜,3.4
2026-06-30,胡萝卜,3.29
2026-07-01,胡萝卜,3.6
2026-07-02,胡萝卜,2.85
2026-07-03,胡萝卜,3.06
2026-07-04,胡萝卜,2.75
2026-07-05,胡萝卜,2.73
2026-07-06,胡萝卜,2.77
2026-07-07,胡萝卜,3.0
2026-07-08,胡萝卜,2.7
2026-07-09,胡萝卜,3.5
2026-07-10,胡萝卜,2.57
2026-04-12,芹菜,3.4
2026-04-13,芹菜,3.42
2026-04-14,芹菜,4.55
2026-04-15,芹菜,4.02
2026-04-16,芹菜,4.58
2026-04-17,芹菜,3.35
2026-04-18,芹菜,4.34
2026-04-19,芹菜,4.71
2026-04-20,芹菜,4.3
2026-04-21,芹菜,4.8
2026-04-22,芹菜,3.92
2026-04-23,芹菜,4.86
2026-04-24,芹菜,5.23
2026-04-25,芹菜,3.72
2026-04-26,芹菜,3.55
2026-04-27,芹菜,4.41
2026-04-28,芹菜,4.34
2026-04-29,芹菜,3.11
2026-04-30,芹菜,3.04
2026-05-01,芹菜,3.01
2026-05-02,芹菜,2.36
2026-05-03,芹菜,2.52
2026-05-04,芹菜,2.44
2026-05-05,芹菜,2.55
2026-05-06,芹菜,2.96
2026-05-07,芹菜,3.14
2026-05-08,芹菜,3.9
2026-05-09,芹菜,2.65
2026-05-10,芹菜,3.79
2026-05-11,芹菜,3.27
2026-05-12,芹菜,3.47
2026-05-13,芹菜,3.97
2026-05-14,芹菜,3.13
2026-05-15,芹菜,4.01
2026-05-16,芹菜,3.97
2026-05-17,芹菜,4.19
2026-05-18,芹菜,4.11
2026-05-19,芹菜,5.24
2026-05-20,芹菜,3.58
2026-05-21,芹菜,3.57
2026-05-22,芹菜,3.43
2026-05-23,芹菜,3.35
2026-05-24,芹菜,3.18
2026-05-25,芹菜,3.99
2026-05-26,芹菜,3.95
2026-05-27,芹菜,2.75
2026-05-28,芹菜,2.46
2026-05-29,芹菜,3.0
2026-05-30,芹菜,2.34
2026-05-31,芹菜,2.86
2026-06-01,芹菜,2.57
2026-06-02,芹菜,1.63
2026-06-03,芹菜,3.23
2026-06-04,芹菜,3.39
2026-06-05,芹菜,2.2
2026-06-06,芹菜,2.42
2026-06-07,芹菜,2.9
2026-06-08,芹菜,3.09
2026-06-09,芹菜,3.44
2026-06-10,芹菜,4.35
2026-06-11,芹菜,3.41
2026-06-12,芹菜,3.29
2026-06-13,芹菜,3.19
2026-06-14,芹菜,3.72
2026-06-15,芹菜,4.26
2026-06-16,芹菜,5.37
2026-06-17,芹菜,4.28
2026-06-18,芹菜,4.76
2026-06-19,芹菜,4.69
