date,product,price
2026-05-07,茄子,3.0
2026-05-08,茄子,2.94
2026-05-09,茄子,2.94
2026-05-10,茄子,2.8
2026-05-11,茄子,2.74
2026-05-12,茄子,3.15
2026-05-13,茄子,3.28
2026-05-14,茄子,3.25
2026-05-15,茄子,3.39
2026-05-16,茄子,3.29
2026-05-17,茄子,3.32
2026-05-18,茄子,3.27
2026-05-19,茄子,3.45
2026-05-20,茄子,3.33
2026-05-21,茄子,3.34
2026-05-22,茄子,3.18
2026-05-23,茄子,3.66
2026-05-24,茄子,3.38
2026-05-25,茄子,3.28
2026-05-26,茄子,3.11
2026-05-27,茄子,2.92
2026-05-28,茄子,2.97
2026-05-29,茄子,2.98
2026-05-30,茄子,2.81
2026-05-31,茄子,2.69
2026-06-01,茄子,2.77
2026-06-02,茄子,2.86
2026-06-03,茄子,2.82
2026-06-04,茄子,2.84
2026-06-05,茄子,2.57
2026-06-06,茄子,2.68
2026-06-07,茄子,3.05
2026-06-08,茄子,3.13
2026-06-09,茄子,2.97
2026-06-10,茄子,2.94
2026-06-11,茄子,2.86
2026-06-12,茄子,3.33
2026-06-13,茄子,2.99
2026-06-14,茄子,3.34
2026-06-15,茄子,3.49
2026-06-16,茄子,3.19
2026-06-17,茄子,3.1
2026-06-18,茄子,3.37
2026-06-19,茄子,3.67
2026-06-20,茄子,3.44
2026-06-21,茄子,3.26
2026-06-22,茄子,3.19
2026-06-23,茄子,3.21
2026-06-24,茄子,2.99
2026-06-25,茄子,3.24
2026-06-26,茄子,3.11
2026-06-27,茄子,3.01
2026-06-28,茄子,3.16
2026-06-29,茄子,2.93
2026-06-30,茄子,2.83
2026-07-01,茄子,2.97
2026-07-02,茄子,3.05
2026-07-03,茄子,3.14
2026-07-04,茄子,2.87
2026-07-05,茄子,3.01
2026-07-06,茄子,2.67
2026-07-07,茄子,3.11
2026-07-08,茄子,3.02
2026-07-09,茄子,3.12
2026-07-10,茄子,3.04
2026-07-11,茄子,3.43
2026-04-12,大蒜,7.29
2026-04-13,大蒜,7.69
2026-04-14,大蒜,7.36
2026-04-15,大蒜,7.41
2026-04-16,大蒜,7.52
2026-04-17,大蒜,7.64
2026-04-18,大蒜,7.7
2026-04-19,大蒜,7.93
2026-04-20,大蒜,7.87
2026-04-21,大蒜,7.76
2026-04-22,大蒜,7.83
2026-04-23,大蒜,7.5
2026-04-24,大蒜,7.62
2026-04-25,大蒜,7.57
2026-04-26,大蒜,7.42
2026-04-27,大蒜,7.33
2026-04-28,大蒜,7.49
2026-04-29,大蒜,7.47
2026-04-30,大蒜,7.06
2026-05-01,大蒜,7.31
2026-05-02,大蒜,7.24
2026-05-03,大蒜,7.17
2026-05-04,大蒜,7.15
2026-05-05,大蒜,6.91
2026-05-06,大蒜,6.99
2026-05-07,大蒜,7.18
2026-05-08,大蒜,7.27
2026-05-09,大蒜,7.1
2026-05-10,大蒜,7.42
2026-05-11,大蒜,7.17
2026-05-12,大蒜,7.52
2026-05-13,大蒜,7.45
2026-05-14,大蒜,7.57
2026-05-15,大蒜,7.49
2026-05-16,大蒜,7.45
2026-05-17,大蒜,7.6
2026-05-18,大蒜,7.85
2026-05-19,大蒜,7.95
2026-05-20,大蒜,7.58
2026-05-21,大蒜,7.52
2026-05-22,大蒜,7.67
2026-05-23,大蒜,7.57
2026-05-24,大蒜,7.66
2026-05-25,大蒜,7.65
2026-05-26,大蒜,7.49
2026-05-27,大蒜,7.4
2026-05-28,大蒜,6.98
2026-05-29,大蒜,7.17
2026-05-30,大蒜,7.11
2026-05-31,大蒜,7.04
2026-06-01,大蒜,7.18
2026-06-02,大蒜,7.03
2026-06-03,大蒜,7.26
2026-06-04,大蒜,7.31
2026-06-05,大蒜,7.15
2026-06-06,大蒜,6.99
2026-06-07,大蒜,7.2
2026-06-08,大蒜,6.95
2026-06-09,大蒜,7.2
2026-06-10,大蒜,7.16
2026-06-11,大蒜,7.64
2026-06-12,大蒜,7.35
2026-06-13,大蒜,7.47
2026-06-14,大蒜,7.78
2026-06-15,大蒜,7.99
2026-06-16,大蒜,7.59
2026-06-17,大蒜,7.77
2026-06-18,大蒜,7.79
2026-06-19,大蒜,7.78
2026-06-20,大蒜,7.7
2026-06-21,大蒜,7.35
2026-06-22,大蒜,7.25
2026-06-23,大蒜,7.54
2026-06-24,大蒜,7.41
2026-06-25,大蒜,7.56
2026-06-26,大蒜,7.55
2026-06-27,大蒜,7.06
2026-06-28,大蒜,7.28
2026-06-29,大蒜,6.78
2026-06-30,大蒜,7.45
2026-07-01,大蒜,7.04
2026-07-02,大蒜,7.07
2026-07-03,大蒜,7.02
2026-07-04,大蒜,6.89
2026-07-05,大蒜,7.23
2026-07-06,大蒜,7.12
2026-07-07,大蒜,7.12
2026-07-08,大蒜,7.25
2026-07-09,大蒜,7.01
2026-07-10,大蒜,7.29
2026-07-11,大蒜,7.46
2026-04-12,菠菜,2.64
2026-04-13,菠菜,2.94
2026-04-14,菠菜,2.87
2026-04-15,菠菜,2.65
2026-04-16,菠菜,2.84
2026-04-17,菠菜,2.78
2026-04-18,菠菜,3.09
2026-04-19,菠菜,2.83
2026-04-20,菠菜,2.56
2026-04-21,菠菜,2.97
2026-04-22,菠菜,2.96
2026-04-23,菠菜,2.74
2026-04-24,菠菜,3.09
2026-04-25,菠菜,2.9
2026-04-26,菠菜,2.49
2026-04-27,菠菜,2.53
2026-04-28,菠菜,2.64
2026-04-29,菠菜,2.65
2026-04-30,菠菜,2.44
2026-05-01,菠菜,2.25
2026-05-02,菠菜,2.13
2026-05-03,菠菜,2.6
2026-05-04,菠菜,2.51
2026-05-05,菠菜,2.28
2026-05-06,菠菜,2.49
2026-05-07,菠菜,2.37
2026-05-08,菠菜,2.28
2026-05-09,菠菜,2.57
2026-05-10,菠菜,2.76
2026-05-11,菠菜,2.42
2026-05-12,菠菜,2.33
2026-05-13,菠菜,2.54
2026-05-14,菠菜,2.72
2026-05-15,菠菜,2.81
2026-05-16,菠菜,2.77
2026-05-17,菠菜,3.03
2026-05-18,菠菜,2.99
2026-05-19,菠菜,2.96
2026-05-20,菠菜,2.83
2026-05-21,菠菜,2.71
2026-05-22,菠菜,3.14
2026-05-23,菠菜,2.87
2026-05-24,菠菜,2.7
2026-05-25,菠菜,2.86
2026-05-26,菠菜,2.77
2026-05-27,菠菜,2.63
2026-05-28,菠菜,2.83
2026-05-29,菠菜,2.9
2026-05-30,菠菜,2.56
2026-05-31,菠菜,2.39
2026-06-01,菠菜,2.23
2026-06-02,菠菜,2.41
2026-06-03,菠菜,2.43
2026-06-04,菠菜,2.24
2026-06-05,菠菜,2.13
2026-06-06,菠菜,2.48
2026-06-07,菠菜,2.6
2026-06-08,菠菜,2.13
2026-06-09,菠菜,2.64
2026-06-10,菠菜,2.33
2026-06-11,菠菜,2.8
2026-06-12,菠菜,2.51
2026-06-13,菠菜,2.86
2026-06-14,菠菜,2.91
2026-06-15,菠菜,2.8
2026-06-16,菠菜,2.9
2026-06-17,菠菜,3.01
2026-06-18,菠菜,3.14
2026-06-19,菠菜,2.98
2026-06-20,菠菜,2.79
2026-06-21,菠菜,2.78
2026-06-22,菠菜,3.08
2026-06-23,菠菜,2.47
2026-06-24,菠菜,2.68
2026-06-25,菠菜,2.59
2026-06-26,菠菜,2.52
2026-06-27,菠菜,2.71
2026-06-28,菠菜,2.62
2026-06-29,菠菜,2.65
2026-06-30,菠菜,2.28
2026-07-01,菠菜,2.28
2026-07-02,菠菜,2.26
2026-07-03,菠菜,2.64
2026-07-04,菠菜,2.37
2026-07-05,菠菜,2.57
2026-07-06,菠菜,2.38
2026-07-07,菠菜,2.52
2026-07-08,菠菜,2.32
2026-07-09,菠菜,2.41
2026-07-10,菠菜,2.71
2026-07-11,菠菜,2.77
2026-04-12,生菜,2.03
2026-04-13,生菜,2.13
2026-04-14,生菜,2.29
2026-04-15,生菜,2.4
2026-04-16,生菜,2.48
2026-04-17,生菜,2.48
2026-04-18,生菜,2.19
2026-04-19,生菜,2.47
2026-04-20,生菜,2.38
2026-04-21,生菜,2.45
2026-04-22,生菜,2.65
2026-04-23,生菜,2.48
2026-04-24,生菜,2.6
2026-04-25,生菜,2.23
2026-04-26,生菜,2.18
2026-04-27,生菜,2.22
2026-04-28,生菜,2.03
2026-04-29,生菜,2.11
2026-04-30,生菜,1.9
2026-05-01,生菜,1.9
2026-05-02,生菜,1.75
2026-05-03,生菜,1.68
2026-05-04,生菜,1.74
2026-05-05,生菜,1.84
2026-05-06,生菜,1.56
2026-05-07,生菜,2.07
2026-05-08,生菜,1.83
2026-05-09,生菜,1.87
2026-05-10,生菜,1.75
2026-05-11,生菜,2.17
2026-05-12,生菜,2.13
2026-05-13,生菜,2.2
2026-05-14,生菜,2.44
2026-05-15,生菜,2.17
2026-05-16,生菜,2.55
2026-05-17,生菜,2.11
2026-05-18,生菜,2.6
2026-05-19,生菜,2.47
2026-05-20,生菜,2.42
2026-05-21,生菜,2.37
2026-05-22,生菜,2.41
2026-05-23,生菜,2.37
2026-05-24,生菜,2.16
2026-05-25,生菜,2.22
2026-05-26,生菜,2.15
2026-05-27,生菜,2.05
2026-05-28,生菜,2.1
2026-05-29,生菜,1.86
2026-05-30,生菜,2.15
2026-05-31,生菜,1.89
2026-06-01,生菜,1.94
2026-06-02,生菜,1.98
2026-06-03,生菜,1.95
2026-06-04,生菜,2.02
2026-06-05,生菜,1.86
2026-06-06,生菜,1.92
2026-06-07,生菜,2.21
2026-06-08,生菜,2.02
2026-06-09,生菜,1.9
2026-06-10,生菜,2.22
2026-06-11,生菜,2.37
2026-06-12,生菜,2.16
2026-06-13,生菜,2.29
2026-06-14,生菜,2.21
2026-06-15,生菜,2.06
2026-06-16,生菜,2.58
2026-06-17,生菜,2.56
2026-06-18,生菜,2.55
2026-06-19,生菜,2.32
2026-06-20,生菜,2.54
2026-06-21,生菜,2.57
2026-06-22,生菜,2.23
2026-06-23,生菜,2.45
2026-06-24,生菜,2.19
2026-06-25,生菜,1.86
2026-06-26,生菜,2.12
2026-06-27,生菜,2.18
2026-06-28,生菜,2.1
2026-06-29,生菜,2.05
2026-06-30,生菜,2.06
2026-07-01,生菜,2.09
2026-07-02,生菜,1.92
2026-07-03,生菜,1.77
2026-07-04,生菜,2.07
2026-07-05,生菜,1.75
2026-07-06,生菜,1.9
2026-07-07,生菜,1.97
2026-07-08,生菜,1.95
2026-07-09,生菜,2.07
2026-07-10,生菜,2.2
2026-07-11,生菜,2.26
2026-04-12,芹菜,2.56
2026-04-13,芹菜,2.62
2026-04-14,芹菜,2.75
2026-04-15,芹菜,3.21
2026-04-16,芹菜,2.78
2026-04-17,芹菜,3.01
2026-04-18,芹菜,2.98
2026-04-19,芹菜,3.2
2026-04-20,芹菜,3.11
2026-04-21,芹菜,3.03
2026-04-22,芹菜,2.82
2026-04-23,芹菜,3.12
2026-04-24,芹菜,3.05
2026-04-25,芹菜,2.99
2026-04-26,芹菜,2.7
2026-04-27,芹菜,2.74
2026-04-28,芹菜,2.78
2026-04-29,芹菜,2.57
2026-04-30,芹菜,2.48
2026-05-01,芹菜,2.15
2026-05-02,芹菜,2.28
2026-05-03,芹菜,2.41
2026-05-04,芹菜,2.54
2026-05-05,芹菜,2.54
2026-05-06,芹菜,2.22
2026-05-07,芹菜,2.64
2026-05-08,芹菜,2.74
2026-05-09,芹菜,2.39
2026-05-10,芹菜,2.57
2026-05-11,芹菜,2.71
2026-05-12,芹菜,2.66
2026-05-13,芹菜,2.8
2026-05-14,芹菜,3.13
2026-05-15,芹菜,2.66
2026-05-16,芹菜,2.81
2026-05-17,芹菜,2.92
2026-05-18,芹菜,3.16
2026-05-19,芹菜,3.14
2026-05-20,芹菜,2.89
2026-05-21,芹菜,3.02
2026-05-22,芹菜,2.93
2026-05-23,芹菜,3.12
2026-05-24,芹菜,3.09
2026-05-25,芹菜,3.09
2026-05-26,芹菜,2.83
2026-05-27,芹菜,2.8
2026-05-28,芹菜,2.83
2026-05-29,芹菜,2.67
2026-05-30,芹菜,2.91
2026-05-31,芹菜,2.35
2026-06-01,芹菜,2.6
2026-06-02,芹菜,2.62
2026-06-03,芹菜,2.47
2026-06-04,芹菜,2.58
2026-06-05,芹菜,2.47
2026-06-06,芹菜,2.34
2026-06-07,芹菜,2.62
2026-06-08,芹菜,2.61
2026-06-09,芹菜,2.53
2026-06-10,芹菜,2.57
2026-06-11,芹菜,2.83
2026-06-12,芹菜,2.71
2026-06-13,芹菜,2.79
2026-06-14,芹菜,3.15
2026-06-15,芹菜,3.02
2026-06-16,芹菜,2.97
2026-06-17,芹菜,3.08
2026-06-18,芹菜,2.64
2026-06-19,芹菜,3.1
2026-06-20,芹菜,3.18
2026-06-21,芹菜,2.91
2026-06-22,芹菜,2.84
2026-06-23,芹菜,3.09
2026-06-24,芹菜,2.93
2026-06-25,芹菜,2.7
2026-06-26,芹菜,2.79
2026-06-27,芹菜,2.57
2026-06-28,芹菜,2.77
2026-06-29,芹菜,2.43
2026-06-30,芹菜,2.52
2026-07-01,芹菜,2.68
2026-07-02,芹菜,2.66
2026-07-03,芹菜,2.55
2026-07-04,芹菜,2.39
2026-07-05,芹菜,2.5
2026-07-06,芹菜,2.54
2026-07-07,芹菜,2.55
2026-07-08,芹菜,2.6
2026-07-09,芹菜,2.67
2026-07-10,芹菜,2.79
2026-07-11,芹菜,2.81
2026-04-12,油菜,3.2
2026-04-13,油菜,3.01
2026-04-14,油菜,3.04
2026-04-15,油菜,3.53
2026-04-16,油菜,3.4
2026-04-17,油菜,3.44
2026-04-18,油菜,3.09
2026-04-19,油菜,3.01
2026-04-20,油菜,3.15
2026-04-21,油菜,3.44
2026-04-22,油菜,3.63
2026-04-23,油菜,3.28
2026-04-24,油菜,3.16
2026-04-25,油菜,3.07
2026-04-26,油菜,3.15
2026-04-27,油菜,3.09
2026-04-28,油菜,2.73
2026-04-29,油菜,2.85
2026-04-30,油菜,3.02
2026-05-01,油菜,2.59
2026-05-02,油菜,2.89
2026-05-03,油菜,2.75
2026-05-04,油菜,2.79
2026-05-05,油菜,2.9
2026-05-06,油菜,2.43
2026-05-07,油菜,2.89
2026-05-08,油菜,2.7
2026-05-09,油菜,2.86
2026-05-10,油菜,3.02
2026-05-11,油菜,3.02
2026-05-12,油菜,3.03
2026-05-13,油菜,3.18
2026-05-14,油菜,3.25
2026-05-15,油菜,3.14
2026-05-16,油菜,3.28
2026-05-17,油菜,3.43
2026-05-18,油菜,3.48
2026-05-19,油菜,3.33
2026-05-20,油菜,3.57
2026-05-21,油菜,3.3
2026-05-22,油菜,3.04
2026-05-23,油菜,3.35
2026-05-24,油菜,3.05
2026-05-25,油菜,3.28
2026-05-26,油菜,3.17
2026-05-27,油菜,2.93
2026-05-28,油菜,2.89
2026-05-29,油菜,3.0
2026-05-30,油菜,2.94
2026-05-31,油菜,2.96
2026-06-01,油菜,2.76
2026-06-02,油菜,2.56
2026-06-03,油菜,2.57
2026-06-04,油菜,2.78
2026-06-05,油菜,2.83
2026-06-06,油菜,2.71
2026-06-07,油菜,3.08
2026-06-08,油菜,2.84
2026-06-09,油菜,2.85
2026-06-10,油菜,3.16
2026-06-11,油菜,3.1
2026-06-12,油菜,3.14
2026-06-13,油菜,2.93
2026-06-14,油菜,3.42
2026-06-15,油菜,3.5
2026-06-16,油菜,3.53
2026-06-17,油菜,3.21
2026-06-18,油菜,3.34
2026-06-19,油菜,3.41
2026-06-20,油菜,3.43
2026-06-21,油菜,3.45
